name,permalink,gender,feedGender,images,feedProductId,brandName,feedBrandName,categoryName,feedCategoryName,modelingName,available,sizeType,feedSizes,ageGroup,feedAgeGroup,strongBrandName,strongCategoryType,strongCategoryName,strongSubcategoryName,strongModelName,strongModelingName,weightStyle,sizeSystem,useStrongModeling,barcodes,availableSizes
saia midi em sarja,https://www.tufiduek.com.br/277927,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/79/277927_saia-midi-em-sarja-84801339_z1_639083497630278061.webp,277927,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
shorts alfaiataria,https://www.tufiduek.com.br/286498,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/64/286498_shorts-alfaiataria-64800273_z1_639083467349046259.webp,286498,Tufi Duek,Tufi Duek,2 INFERIOR,UNDEFINED,INFERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
top renda,https://www.tufiduek.com.br/290704,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/29/07/290704_top-renda-464800286_z1_639083452593548904.webp,290704,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
camisa off white,https://www.tufiduek.com.br/210369,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/21/03/210369_camisa-off-white-304800719_z2_639052921362814629.webp,210369,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
regata tricot,https://www.tufiduek.com.br/276046,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/60/276046_regata-tricot-384800445_z5_639082538796364622.webp,276046,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
jaqueta texturizada com tricot,https://www.tufiduek.com.br/278925,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/89/278925_jaqueta-texturizada-com-tricot-324800465_z1_639083512033706590.webp,278925,Tufi Duek,Tufi Duek,1 SUPERIOR,UNDEFINED,SUPERIOR (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido curto detalhe faixa,https://www.tufiduek.com.br/279714,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/27/97/279714_vestido-curto-detalhe-faixa-444805226_z1_639083488091883117.webp,279714,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G|GG
vestido longo decote costas,https://www.tufiduek.com.br/289300,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/93/289300_vestido-longo-decote-costas-444805383_z1_639083457844610588.webp,289300,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido longo em tule elastic,https://www.tufiduek.com.br/283087,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/30/283087_vestido-longo-em-tule-elastic-444805251_z1_639083483001771815.webp,283087,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
vestido maxi midi ella,https://www.tufiduek.com.br/289299,female,female,https://d30sy8gjh472q7.cloudfront.net/Custom/Content/Products/28/92/289299_vestido-maxi-midi-ella-444805382_z1_639083457580848006.webp,289299,Tufi Duek,Tufi Duek,3 CORPO TODO,UNDEFINED,CORPO TODO (F),TRUE,,PP|P|M|G,adult,adult,,clothes,,,,,0.0,BR,FALSE,,PP|P|M|G
