name,permalink,gender,feedGender,images,feedProductId,brandName,feedBrandName,categoryName,,feedCategoryName,modelingName,available,sizeType,feedSizes,ageGroup,feedAgeGroup,strongBrandName,strongCategoryType,strongCategoryName,strongSubcategoryName,strongModelName,strongModelingName,weightStyle,sizeSystem,useStrongModeling,barcodes,availableSizes,,,,
t-shirt fundo do mar off white,https://www.shopinlove.com.br/t-shirt-fundo-do-mar-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3e/66/16/79491f5d0bb21d7aae307abd9b/t-shirt-fundo-do-mar-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3e/66/16/79491f5d0bb21d7aae307abd9b/t-shirt-fundo-do-mar-off-white-large-1.jpg,,IL2836-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido laco ombro preto,https://www.shopinlove.com.br/vestido-laco-ombro-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/c7/38/43/6fe85ba2f49d779f107338a252/vestido-laco-ombro-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/c7/38/43/6fe85ba2f49d779f107338a252/vestido-laco-ombro-preto-large-1.jpg,,IL2810-00002,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG
t-shirt limonata rosa,https://www.shopinlove.com.br/t-shirt-limonata-rosa,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/33/72/92/50666cbc6e5e2177f988e24af7/t-shirt-limonata-rosa-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/33/72/92/50666cbc6e5e2177f988e24af7/t-shirt-limonata-rosa-large-1.jpg,,IL2852-00030,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
macacao longo vermelho,https://www.shopinlove.com.br/macacao-longo-vermelho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/f1/75/46/4cabfe242a6921908a796c0e4b/macacao-longo-vermelho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/f1/75/46/4cabfe242a6921908a796c0e4b/macacao-longo-vermelho-large-1.jpg,,IL2718-00017,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido midi vermelho,https://www.shopinlove.com.br/vestido-midi-vermelho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/92/dc/74/9f9d4d0bce5f78b04ca92562c5/vestido-midi-vermelho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/92/dc/74/9f9d4d0bce5f78b04ca92562c5/vestido-midi-vermelho-large-1.jpg,,IL2764-00017,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|G4|G5
calca reta off white,https://www.shopinlove.com.br/calca-reta-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/98/5e/d2/f642ec3d194beb5daa78d49098/calca-reta-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/98/5e/d2/f642ec3d194beb5daa78d49098/calca-reta-off-white-large-1.jpg,,IL2701-00004,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
shorts saia rosa cashmere,https://www.shopinlove.com.br/shorts-saia-rosa-cashmere,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/97/00/48/50080bea2dbe27787a5d8d185b/shorts-saia-rosa-cashmere-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/97/00/48/50080bea2dbe27787a5d8d185b/shorts-saia-rosa-cashmere-large-1.jpg,,IL2750-00457,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt martini pink off white,https://www.shopinlove.com.br/t-shirt-martini-pink-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3d/ca/cf/6ea4452718b89226c4bb6ab080/t-shirt-martini-pink-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3d/ca/cf/6ea4452718b89226c4bb6ab080/t-shirt-martini-pink-off-white-large-1.jpg,,IL2844-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,G3|G4|G5
vestido midi fundo do mar azul fundo do mar,https://www.shopinlove.com.br/vestido-midi-fundo-do-mar-azul-fundo-do-mar,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/bb/3c/57/69eb09abab2a373f3e40e9c6d5/vestido-midi-fundo-do-mar-azul-fundo-do-mar-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/bb/3c/57/69eb09abab2a373f3e40e9c6d5/vestido-midi-fundo-do-mar-azul-fundo-do-mar-large-1.jpg,,IL2714-00453,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa azul cashmere,https://www.shopinlove.com.br/blusa-azul-cashmere,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/e9/08/ec/048208f5c2ed626957f4b50c7e/blusa-azul-cashmere-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/e9/08/ec/048208f5c2ed626957f4b50c7e/blusa-azul-cashmere-large-1.jpg,,IL2747-00458,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa off white,https://www.shopinlove.com.br/blusa-off-white-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/5a/7b/01/eefe92fff254ffbb8b0e51668a/blusa-off-white-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/5a/7b/01/eefe92fff254ffbb8b0e51668a/blusa-off-white-1-large-1.jpg,,IL2692-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido midi cashmere azul cashmere,https://www.shopinlove.com.br/vestido-midi-cashmere-azul-cashmere,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/d9/96/07/bd413aee575bd10bf2580c9ac5/vestido-midi-cashmere-azul-cashmere-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/d9/96/07/bd413aee575bd10bf2580c9ac5/vestido-midi-cashmere-azul-cashmere-large-1.jpg,,IL2721-00458,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca reta juliana preto,https://www.shopinlove.com.br/calca-reta-juliana-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/28/5b/e1/746710a5e4d29be73aa8a60b00/calca-reta-juliana-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/28/5b/e1/746710a5e4d29be73aa8a60b00/calca-reta-juliana-preto-large-1.jpg,,IL2688-1-00002,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
macacao joana preto,https://www.shopinlove.com.br/macacao-joana-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3c/0e/63/e628113e53a4d007639fde72d4/macacao-joana-preto-large-2.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3c/0e/63/e628113e53a4d007639fde72d4/macacao-joana-preto-large-2.jpg,,,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt slim velvet pour rosa,https://www.shopinlove.com.br/t-shirt-slim-velvet-pour-rosa,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/37/33/cd/717ac40d9074aa2b30bd80d8f4/t-shirt-slim-velvet-pour-rosa-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/37/33/cd/717ac40d9074aa2b30bd80d8f4/t-shirt-slim-velvet-pour-rosa-large-1.jpg,,PL351-00030,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa cropped aliza off white,https://www.shopinlove.com.br/blusa-cropped-aliza-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/87/2b/eb/35a0976274521506b61a32f422/blusa-cropped-aliza-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/87/2b/eb/35a0976274521506b61a32f422/blusa-cropped-aliza-off-white-large-1.jpg,,IL1286-2-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
camisa suelen rosa,https://www.shopinlove.com.br/camisa-suelen-rosa,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/39/e8/e1/5a4f683a33806343a20555c98f/camisa-suelen-rosa-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/39/e8/e1/5a4f683a33806343a20555c98f/camisa-suelen-rosa-large-1.jpg,,IL3210-00370,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blazer elaine preto,https://www.shopinlove.com.br/blazer-elaine-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/dc/7d/9c/620b64ea8040cd39b8b09045ce/blazer-elaine-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/dc/7d/9c/620b64ea8040cd39b8b09045ce/blazer-elaine-preto-large-1.jpg,,IL2303-2-00002,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca vermelho,https://www.shopinlove.com.br/calca-vermelho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/46/44/00/5e3c81032b605faceee6ff0ca0/calca-vermelho-large-2.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/46/44/00/5e3c81032b605faceee6ff0ca0/calca-vermelho-large-2.jpg,,IL3144-00017,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
camisa listrado,https://www.shopinlove.com.br/camisa-listrado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/12/cc/a2/92d5ebb9709beaf91a344b3f20/camisa-listrado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/12/cc/a2/92d5ebb9709beaf91a344b3f20/camisa-listrado-large-1.jpg,,IL3195-00035,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
camisa jeans crooped jeans,https://www.shopinlove.com.br/camisa-jeans-crooped-jeans,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/0f/33/6a/6a29634ac712bfd516606263da/camisa-jeans-crooped-jeans-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/0f/33/6a/6a29634ac712bfd516606263da/camisa-jeans-crooped-jeans-large-1.jpg,,IL3223-00022,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa cropped aliza preto,https://www.shopinlove.com.br/blusa-cropped-aliza-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/0b/8e/d9/bc48d21ad6b317e4142e84ee33/blusa-cropped-aliza-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/0b/8e/d9/bc48d21ad6b317e4142e84ee33/blusa-cropped-aliza-preto-large-1.jpg,,IL1286-2-00002,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
camisa suelen amarelo,https://www.shopinlove.com.br/camisa-suelen-amarelo,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/b4/1d/74/246cd59e57d32a89e2f5e70407/camisa-suelen-amarelo-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/b4/1d/74/246cd59e57d32a89e2f5e70407/camisa-suelen-amarelo-large-1.jpg,,IL3210-00121,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
shorts janaina preto,https://www.shopinlove.com.br/shorts-preto-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/db/29/2a/309228dfbd149d83cf63de488a/shorts-preto-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/db/29/2a/309228dfbd149d83cf63de488a/shorts-preto-1-large-1.jpg,,IL3226-00002,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
shorts saia diana off white,https://www.shopinlove.com.br/shorts-saia-off-white-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/45/29/93/736e69541d7a29ba6a749686b8/shorts-saia-off-white-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/45/29/93/736e69541d7a29ba6a749686b8/shorts-saia-off-white-1-large-1.jpg,,IL3152-00004,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
saia midi de cetim serena off white,https://www.shopinlove.com.br/saia-midi-de-cetim-serena-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/13/d5/13/ce63f4bda50bcb6ada235ff285/saia-midi-de-cetim-serena-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/13/d5/13/ce63f4bda50bcb6ada235ff285/saia-midi-de-cetim-serena-off-white-large-1.jpg,,IL1760-3-00004,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
kit 3 regatas azul,https://www.shopinlove.com.br/regata,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/4c/5d/d9/fd03eb2a0fb23f0ad2caad7055/regata-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/4c/5d/d9/fd03eb2a0fb23f0ad2caad7055/regata-large-1.jpg,,IL3191-00036,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa maite preto,https://www.shopinlove.com.br/blusa-preto-4,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/67/8c/cb/0b2d97ee89c952f03c4555235c/blusa-preto-4-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/67/8c/cb/0b2d97ee89c952f03c4555235c/blusa-preto-4-large-1.jpg,,IL3189-00002,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido adriane rosa,https://www.shopinlove.com.br/vestido-rosa,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/10/dc/f6/f1a0f1c64538a86cb0240e4736/vestido-rosa-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/10/dc/f6/f1a0f1c64538a86cb0240e4736/vestido-rosa-large-1.jpg,,IL3218-00030,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido eloisa preto,https://www.shopinlove.com.br/vestido-preto-6,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/dc/38/a2/7c71267c21c693a6697f136e53/vestido-preto-6-large-2.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/dc/38/a2/7c71267c21c693a6697f136e53/vestido-preto-6-large-2.jpg,,IL3155-00002,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt over breezy amarelo,https://www.shopinlove.com.br/t-shirt-over-breezy-amarelo,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/04/4f/bb/28f2d68dcb3adfd51e21ea4e6e/t-shirt-over-breezy-amarelo-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/04/4f/bb/28f2d68dcb3adfd51e21ea4e6e/t-shirt-over-breezy-amarelo-large-1.jpg,,PL354-00121,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blazer elaine off white,https://www.shopinlove.com.br/blazer-off-white-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/bb/da/a5/dcb336c08d58aafbea4faf66e2/blazer-off-white-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/bb/da/a5/dcb336c08d58aafbea4faf66e2/blazer-off-white-1-large-1.jpg,,IL2303-2-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
regata de alca sophia vermelho,https://www.shopinlove.com.br/regata-de-alca-vermelho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/27/d5/39/1f616cede2b9b56491efda746a/regata-de-alca-vermelho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/27/d5/39/1f616cede2b9b56491efda746a/regata-de-alca-vermelho-large-1.jpg,,IL3143-00017,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
macacao preto,https://www.shopinlove.com.br/macacao-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3c/0e/63/e628113e53a4d007639fde72d4/macacao-preto-large-2.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3c/0e/63/e628113e53a4d007639fde72d4/macacao-preto-large-2.jpg,,IL3146-00002,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
camisa suelen verde,https://www.shopinlove.com.br/camisa-suelen-verde,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3d/ec/8a/02c58af36eb81f6838513bee2c/camisa-suelen-verde-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3d/ec/8a/02c58af36eb81f6838513bee2c/camisa-suelen-verde-large-1.jpg,,IL3210-00018,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt over glowtail branco acucar,https://www.shopinlove.com.br/t-shirt-over-glowtail-branco-acucar,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/c6/3b/71/1753bfc47afa36f3ec10899f81/t-shirt-over-glowtail-branco-acucar-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/c6/3b/71/1753bfc47afa36f3ec10899f81/t-shirt-over-glowtail-branco-acucar-large-1.jpg,,PL349-00176,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
saia paete daiana prata,https://www.shopinlove.com.br/saia-paete-prata,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/1e/83/46/84ab6b661eb585a4387b211bf5/saia-paete-prata-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/1e/83/46/84ab6b661eb585a4387b211bf5/saia-paete-prata-large-1.jpg,,IL3130-00047,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca isabella off white,https://www.shopinlove.com.br/calca-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/b7/1b/c1/8da0e0259dc55f8efdade234a7/calca-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/b7/1b/c1/8da0e0259dc55f8efdade234a7/calca-off-white-large-1.jpg,,IL3216-00004,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
saia paete daiana dourado,https://www.shopinlove.com.br/saia-paete-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/63/eb/7e/d43a204634f298511c02e5483a/saia-paete-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/63/eb/7e/d43a204634f298511c02e5483a/saia-paete-dourado-large-1.jpg,,IL3130-00003,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
