name,permalink,gender,feedGender,images,feedProductId,brandName,feedBrandName,categoryName,,feedCategoryName,modelingName,available,sizeType,feedSizes,ageGroup,feedAgeGroup,strongBrandName,strongCategoryType,strongCategoryName,strongSubcategoryName,strongModelName,strongModelingName,weightStyle,sizeSystem,useStrongModeling,barcodes,availableSizes,,,,
calca reta listrada listrado azul,https://www.shopinlove.com.br/calca-reta-listrada-listrado-azul,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/e4/13/c2/ea047f512b9e3bdd877497456c/calca-reta-listrada-listrado-azul-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/e4/13/c2/ea047f512b9e3bdd877497456c/calca-reta-listrada-listrado-azul-large-1.jpg,,IL2653-00090,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido longo azul marinho,https://www.shopinlove.com.br/vestido-longo-azul-marinho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/c7/cb/3b/3e53773c16f4624c4e5931d100/vestido-longo-azul-marinho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/c7/cb/3b/3e53773c16f4624c4e5931d100/vestido-longo-azul-marinho-large-1.jpg,,IL2671-00012,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido preto,https://www.shopinlove.com.br/vestido-preto-2,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/a8/60/af/52440c7b75538b52a94cedb8f1/vestido-preto-2-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/a8/60/af/52440c7b75538b52a94cedb8f1/vestido-preto-2-large-1.jpg,,IL2751-00002,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca poa fundo preto,https://www.shopinlove.com.br/calca-poa-fundo-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/e5/cf/30/b0b7093bd5f375976b6f9ffefb/calca-poa-fundo-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/e5/cf/30/b0b7093bd5f375976b6f9ffefb/calca-poa-fundo-preto-large-1.jpg,,IL2724-00147,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido pink,https://www.shopinlove.com.br/vestido-pink,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/cc/e3/bb/7da9794705a7a7f10430656750/vestido-pink-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/cc/e3/bb/7da9794705a7a7f10430656750/vestido-pink-large-1.jpg,,IL2771-00020,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca reta azul marinho,https://www.shopinlove.com.br/calca-reta-azul-marinho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/b0/a3/2b/6650bd5b447b6a71f139611cd5/calca-reta-azul-marinho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/b0/a3/2b/6650bd5b447b6a71f139611cd5/calca-reta-azul-marinho-large-1.jpg,,IL2696-00012,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa tomara que caia azul marinho,https://www.shopinlove.com.br/blusa-tomara-que-caia-azul-marinho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/aa/9c/0a/8b2dfc87e68e7689146b5f6c7d/blusa-tomara-que-caia-azul-marinho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/aa/9c/0a/8b2dfc87e68e7689146b5f6c7d/blusa-tomara-que-caia-azul-marinho-large-1.jpg,,IL2695-00012,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
shorts saia azul marinho,https://www.shopinlove.com.br/shorts-saia-azul-marinho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/1a/4f/12/bac6963ba7bfbf6be1db350831/shorts-saia-azul-marinho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/1a/4f/12/bac6963ba7bfbf6be1db350831/shorts-saia-azul-marinho-large-1.jpg,,IL2859-00012,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca preto,https://www.shopinlove.com.br/calca-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/ea/d8/a1/236f8cb7904e02b7f36662e460/calca-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/ea/d8/a1/236f8cb7904e02b7f36662e460/calca-preto-large-1.jpg,,IL2763-00002,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido poa fundo off,https://www.shopinlove.com.br/vestido-poa-fundo-off-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/90/0b/4e/66d6caefae2845f4bd2e93744a/vestido-poa-fundo-off-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/90/0b/4e/66d6caefae2845f4bd2e93744a/vestido-poa-fundo-off-1-large-1.jpg,,IL2725-00148,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido poa fundo preto,https://www.shopinlove.com.br/vestido-poa-fundo-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/75/a8/f4/cd6a29df352910ad33add7b49c/vestido-poa-fundo-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/75/a8/f4/cd6a29df352910ad33add7b49c/vestido-poa-fundo-preto-large-1.jpg,,IL2674-00077,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido preto,https://www.shopinlove.com.br/vestido-preto-4,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/5c/b9/06/926adb32c394a067da32f4deb1/vestido-preto-4-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/5c/b9/06/926adb32c394a067da32f4deb1/vestido-preto-4-large-1.jpg,,IL2816-00002,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
kimono estampado verde estampa floral,https://www.shopinlove.com.br/kimono-estampado-verde-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/f5/af/86/906155df8b2ce6eaae5132b9d7/kimono-estampado-verde-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/f5/af/86/906155df8b2ce6eaae5132b9d7/kimono-estampado-verde-estampa-floral-large-1.jpg,,IL2715-00455,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|G3,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|G3
shorts saia off white,https://www.shopinlove.com.br/shorts-saia-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/45/36/02/6e69852548d8c5e65c01c15834/shorts-saia-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/45/36/02/6e69852548d8c5e65c01c15834/shorts-saia-off-white-large-1.jpg,,IL2797-00004,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
saia rosa estampa floral,https://www.shopinlove.com.br/saia-rosa-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/f9/81/30/a9ba98ca7f9b40c7422305576b/saia-rosa-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/f9/81/30/a9ba98ca7f9b40c7422305576b/saia-rosa-estampa-floral-large-1.jpg,,IL2811-00456,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido midi floral verde estampa floral,https://www.shopinlove.com.br/vestido-midi-floral-verde-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/af/9c/9a/72380855c2533c789c745403e6/vestido-midi-floral-verde-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/af/9c/9a/72380855c2533c789c745403e6/vestido-midi-floral-verde-estampa-floral-large-1.jpg,,IL2677-00455,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt flower bud off white,https://www.shopinlove.com.br/t-shirt-flower-bud-off-white,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/a3/f1/d0/f762d7838f9146f8575466c12f/t-shirt-flower-bud-off-white-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/a3/f1/d0/f762d7838f9146f8575466c12f/t-shirt-flower-bud-off-white-large-1.jpg,,IL2842-00004,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa rosa estampa floral,https://www.shopinlove.com.br/blusa-rosa-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/5a/4b/aa/fb29645475ffcc12b789ada8c5/blusa-rosa-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/5a/4b/aa/fb29645475ffcc12b789ada8c5/blusa-rosa-estampa-floral-large-1.jpg,,IL2812-00456,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
t-shirt over lagosta amarelo manteiga,https://www.shopinlove.com.br/t-shirt-over-lagosta-amarelo-manteiga,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/8f/60/34/07a9f2e94339fda9f391836306/t-shirt-over-lagosta-amarelo-manteiga-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/8f/60/34/07a9f2e94339fda9f391836306/t-shirt-over-lagosta-amarelo-manteiga-large-1.jpg,,IL2839-00434,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
cropped rosa claro,https://www.shopinlove.com.br/cropped-rosa-claro,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/29/d7/d1/90ca30c613356cb91018014697/cropped-rosa-claro-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/29/d7/d1/90ca30c613356cb91018014697/cropped-rosa-claro-large-1.jpg,,IL2664-00246,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca rosa estampa floral,https://www.shopinlove.com.br/calca-rosa-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/92/b1/8d/7d7deffce315201af75b358db2/calca-rosa-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/92/b1/8d/7d7deffce315201af75b358db2/calca-rosa-estampa-floral-large-1.jpg,,IL2662-00456,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido rosa estampa floral,https://www.shopinlove.com.br/vestido-rosa-estampa-floral,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/ab/7d/53/7166c6461e9cfabb919ea6361d/vestido-rosa-estampa-floral-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/ab/7d/53/7166c6461e9cfabb919ea6361d/vestido-rosa-estampa-floral-large-1.jpg,,IL2676-00456,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido listrado azul,https://www.shopinlove.com.br/vestido-listrado-azul,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/07/a8/8a/a5a4fb2f48f3bddc61453a1e27/vestido-listrado-azul-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/07/a8/8a/a5a4fb2f48f3bddc61453a1e27/vestido-listrado-azul-large-1.jpg,,IL2698-00090,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
shorts poa fundo preto,https://www.shopinlove.com.br/shorts-poa-fundo-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/5c/1c/65/b03be5f57ad1cf41a99ea7e8e1/shorts-poa-fundo-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/5c/1c/65/b03be5f57ad1cf41a99ea7e8e1/shorts-poa-fundo-preto-large-1.jpg,,IL2659-00077,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido midi listrado listrado azul,https://www.shopinlove.com.br/vestido-midi-listrado-listrado-azul,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/7d/49/83/4462fbd2fe7111f137f50acf29/vestido-midi-listrado-listrado-azul-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/7d/49/83/4462fbd2fe7111f137f50acf29/vestido-midi-listrado-listrado-azul-large-1.jpg,,IL2546-00090,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
blusa listrada listrado azul,https://www.shopinlove.com.br/blusa-listrada-listrado-azul,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/5f/ca/2a/23f8559bf2e2ae895c565545bb/blusa-listrada-listrado-azul-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/5f/ca/2a/23f8559bf2e2ae895c565545bb/blusa-listrada-listrado-azul-large-1.jpg,,IL2680-00090,In love,In love,1 SUPERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
macacao poa fundo preto,https://www.shopinlove.com.br/macacao-poa-fundo-preto,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/3b/24/01/aa3c39afda812fde7bf6c25c2d/macacao-poa-fundo-preto-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/3b/24/01/aa3c39afda812fde7bf6c25c2d/macacao-poa-fundo-preto-large-1.jpg,,IL2672-00077,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido rosa estampa floral,https://www.shopinlove.com.br/vestido-rosa-estampa-floral-1,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/8a/1c/df/0deb504c8bf23c110a42f26dbc/vestido-rosa-estampa-floral-1-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/8a/1c/df/0deb504c8bf23c110a42f26dbc/vestido-rosa-estampa-floral-1-large-1.jpg,,IL2748-00456,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido longo listrado azul,https://www.shopinlove.com.br/vestido-longo-listrado-azul,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/b1/2e/ee/66967f2ba554490f02fb3de4a3/vestido-longo-listrado-azul-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/b1/2e/ee/66967f2ba554490f02fb3de4a3/vestido-longo-listrado-azul-large-1.jpg,,IL2726-00090,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido poa fundo preto,https://www.shopinlove.com.br/vestido-poa-fundo-preto-2,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/cd/3b/fc/22035602c74117d2944e6a2cae/vestido-poa-fundo-preto-2-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/cd/3b/fc/22035602c74117d2944e6a2cae/vestido-poa-fundo-preto-2-large-1.jpg,,IL2673-00077,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
vestido longo de alca amarelo,https://www.shopinlove.com.br/vestido-longo-de-alca-amarelo,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/75/9a/97/6377bd8080884fcb3691d5f880/vestido-longo-de-alca-amarelo-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/75/9a/97/6377bd8080884fcb3691d5f880/vestido-longo-de-alca-amarelo-large-1.jpg,,IL2678-00121,In love,In love,3 CORPO TODO,Undefined,In Love (F),TRUE,,G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,G|GG|G3|G4|G5
shorts pink,https://www.shopinlove.com.br/shorts-pink,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/b0/af/f5/cbd1127d9e71cdfdf680b12758/shorts-pink-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/b0/af/f5/cbd1127d9e71cdfdf680b12758/shorts-pink-large-1.jpg,,IL2774-00020,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
calca joice listrado vermelho,https://www.shopinlove.com.br/calca-joice-listrado-vermelho,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/a8/7f/97/be807938bdfe957e452ea4c704/calca-joice-listrado-vermelho-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/a8/7f/97/be807938bdfe957e452ea4c704/calca-joice-listrado-vermelho-large-1.jpg,,IL2991-00094,In love,In love,2 INFERIOR,Undefined,In Love (F),TRUE,,P|M|G|GG|G3|G4|G5,adult,adult,,clothes,,,,,0.0,BR,FALSE,,P|M|G|GG|G3|G4|G5
brinco porquinho dourado,https://www.shopinlove.com.br/brinco-porquinho-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/04/86/55/2f745dc527ee7668b4678ed68e/brinco-porquinho-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/04/86/55/2f745dc527ee7668b4678ed68e/brinco-porquinho-dourado-large-1.jpg,,BO0930-00003,In love,In love,Undefined,Undefined,,FALSE,,U,adult,adult,,,,,,,0.0,BR,FALSE,,
brincos coracao dourado,https://www.shopinlove.com.br/brincos-coracao-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/9a/8d/0a/ed386f73fff0cb15d7b69a791c/brincos-coracao-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/9a/8d/0a/ed386f73fff0cb15d7b69a791c/brincos-coracao-dourado-large-1.jpg,,BO1155-00003,In love,In love,Undefined,Undefined,,FALSE,,ÚNICO,adult,adult,,,,,,,0.0,BR,FALSE,,
brincos argola charmes coloridos dourado,https://www.shopinlove.com.br/brincos-argola-charmes-coloridos-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/a0/c2/3e/bacff96a45a3813bc2839d1638/brincos-argola-charmes-coloridos-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/a0/c2/3e/bacff96a45a3813bc2839d1638/brincos-argola-charmes-coloridos-dourado-large-1.jpg,,BO1300-00003,In love,In love,Undefined,Undefined,,FALSE,,ÚNICO,adult,adult,,,,,,,0.0,BR,FALSE,,
brinco argola fancy dourado,https://www.shopinlove.com.br/brinco-argola-fancy-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/f7/aa/65/0da850663783e762067a31390e/brinco-argola-fancy-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/f7/aa/65/0da850663783e762067a31390e/brinco-argola-fancy-dourado-large-1.jpg,,BO0940-00003,In love,In love,Undefined,Undefined,,FALSE,,ÚNICO,adult,adult,,,,,,,0.0,BR,FALSE,,
colar coracao vermelho dourado,https://www.shopinlove.com.br/colar-coracao-vermelho-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/dc/a1/94/2c7d986c0b37ad07a14863cf2c/colar-coracao-vermelho-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/dc/a1/94/2c7d986c0b37ad07a14863cf2c/colar-coracao-vermelho-dourado-large-1.jpg,,BO1277-00003,In love,In love,Undefined,Undefined,,FALSE,,ÚNICO,adult,adult,,,,,,,0.0,BR,FALSE,,
colar simples jade pedra natural dourado,https://www.shopinlove.com.br/colar-simples-jade-pedra-natural-dourado,female,female,"https://adaptive-images.uooucdn.com.br/ik-seo/tr:w-1100,h-1594,c-at_max,pr-true,q-90/a22495-ogxytngyqt0/pv/ea/f6/91/9d4bc2fe744daa5aff53ee816b/colar-simples-jade-pedra-natural-dourado-large-1.jpg","h-1594""","c-at_max""","pr-true""",q-90/a22495-ogxytngyqt0/pv/ea/f6/91/9d4bc2fe744daa5aff53ee816b/colar-simples-jade-pedra-natural-dourado-large-1.jpg,,BO1105-00003,In love,In love,Undefined,Undefined,,FALSE,,ÚNICO,adult,adult,,,,,,,0.0,BR,FALSE,,
